a1 1.0	a1
ong6 1.0	ong6
ong7 1.0	ong7
ong8 1.0	ong8
ong9 1.0	ong9
onn1 1.0	onn1
onn2 1.0	onn2
onn3 1.0	onn3
onn4 1.0	onn4
onn5 1.0	onn5
onn6 1.0	onn6
onn7 1.0	onn7
onn8 1.0	onn8
onn9 1.0	onn9
onnh1 1.0	onnh1
onnh2 1.0	onnh2
onnh3 1.0	onnh3
onnh4 1.0	onnh4
onnh5 1.0	onnh5
onnh6 1.0	onnh6
onnh7 1.0	onnh7
onnh8 1.0	onnh8
onnh9 1.0	onnh9
oo1 1.0	oo1
oo2 1.0	oo2
oo3 1.0	oo3
oo4 1.0	oo4
oo5 1.0	oo5
oo6 1.0	oo6
oo7 1.0	oo7
oo8 1.0	oo8
oo9 1.0	oo9
ooh1 1.0	ooh1
ooh2 1.0	ooh2
ooh3 1.0	ooh3
ooh4 1.0	ooh4
ooh5 1.0	ooh5
ooh6 1.0	ooh6
ooh7 1.0	ooh7
ooh8 1.0	ooh8
ooh9 1.0	ooh9
op1 1.0	op1
op2 1.0	op2
op3 1.0	op3
op4 1.0	op4
op5 1.0	op5
op6 1.0	op6
op7 1.0	op7
op8 1.0	op8
op9 1.0	op9
pa1 1.0	p a1
pa2 1.0	p a2
pa3 1.0	p a3
pa4 1.0	p a4
pa5 1.0	p a5
pa6 1.0	p a6
pa7 1.0	p a7
pa8 1.0	p a8
pa9 1.0	p a9
pah1 1.0	p ah1
pah2 1.0	p ah2
pah3 1.0	p ah3
pah4 1.0	p ah4
pah5 1.0	p ah5
pah6 1.0	p ah6
pah7 1.0	p ah7
pah8 1.0	p ah8
pah9 1.0	p ah9
pai1 1.0	p ai1
pai2 1.0	p ai2
pai3 1.0	p ai3
pai4 1.0	p ai4
pai5 1.0	p ai5
pai6 1.0	p ai6
pai7 1.0	p ai7
pai8 1.0	p ai8
pai9 1.0	p ai9
paih1 1.0	p aih1
paih2 1.0	p aih2
paih3 1.0	p aih3
paih4 1.0	p aih4
paih5 1.0	p aih5
paih6 1.0	p aih6
paih7 1.0	p aih7
paih8 1.0	p aih8
paih9 1.0	p aih9
painn1 1.0	p ainn1
painn2 1.0	p ainn2
painn3 1.0	p ainn3
painn4 1.0	p ainn4
painn5 1.0	p ainn5
painn6 1.0	p ainn6
painn7 1.0	p ainn7
painn8 1.0	p ainn8
painn9 1.0	p ainn9
pak1 1.0	p ak1
pak2 1.0	p ak2
pak3 1.0	p ak3
pak4 1.0	p ak4
pak5 1.0	p ak5
pak6 1.0	p ak6
pak7 1.0	p ak7
pak8 1.0	p ak8
pak9 1.0	p ak9
pam1 1.0	p am1
pam2 1.0	p am2
pam3 1.0	p am3
pam4 1.0	p am4
pam5 1.0	p am5
pam6 1.0	p am6
pam7 1.0	p am7
pam8 1.0	p am8
pam9 1.0	p am9
pan1 1.0	p an1
pan2 1.0	p an2
pan3 1.0	p an3
pan4 1.0	p an4
pan5 1.0	p an5
pan6 1.0	p an6
pan7 1.0	p an7
pan8 1.0	p an8
pan9 1.0	p an9
pang1 1.0	p ang1
pang2 1.0	p ang2
pang3 1.0	p ang3
pang4 1.0	p ang4
pang5 1.0	p ang5
pang6 1.0	p ang6
pang7 1.0	p ang7
pang8 1.0	p ang8
pang9 1.0	p ang9
pann1 1.0	p ann1
pann2 1.0	p ann2
pann3 1.0	p ann3
pann4 1.0	p ann4
pann5 1.0	p ann5
pann6 1.0	p ann6
pann7 1.0	p ann7
pann8 1.0	p ann8
pann9 1.0	p ann9
pannh1 1.0	p annh1
pannh2 1.0	p annh2
pannh3 1.0	p annh3
pannh4 1.0	p annh4
pannh5 1.0	p annh5
pannh6 1.0	p annh6
pannh7 1.0	p annh7
pannh8 1.0	p annh8
pannh9 1.0	p annh9
pap1 1.0	p ap1
pap2 1.0	p ap2
pap3 1.0	p ap3
pap4 1.0	p ap4
pap5 1.0	p ap5
pap6 1.0	p ap6
pap7 1.0	p ap7
pap8 1.0	p ap8
pap9 1.0	p ap9
pat1 1.0	p at1
pat2 1.0	p at2
pat3 1.0	p at3
pat4 1.0	p at4
pat5 1.0	p at5
pat6 1.0	p at6
pat7 1.0	p at7
pat8 1.0	p at8
pat9 1.0	p at9
pau1 1.0	p au1
pau2 1.0	p au2
pau3 1.0	p au3
pau4 1.0	p au4
pau5 1.0	p au5
pau6 1.0	p au6
pau7 1.0	p au7
pau8 1.0	p au8
pau9 1.0	p au9
pauh1 1.0	p auh1
pauh2 1.0	p auh2
pauh3 1.0	p auh3
pauh4 1.0	p auh4
pauh5 1.0	p auh5
pauh6 1.0	p auh6
pauh7 1.0	p auh7
pauh8 1.0	p auh8
pauh9 1.0	p auh9
pe1 1.0	p e1
pe2 1.0	p e2
pe3 1.0	p e3
pe4 1.0	p e4
pe5 1.0	p e5
pe6 1.0	p e6
pe7 1.0	p e7
pe8 1.0	p e8
pe9 1.0	p e9
peh1 1.0	p eh1
peh2 1.0	p eh2
peh3 1.0	p eh3
peh4 1.0	p eh4
peh5 1.0	p eh5
peh6 1.0	p eh6
peh7 1.0	p eh7
peh8 1.0	p eh8
peh9 1.0	p eh9
penn1 1.0	p enn1
penn2 1.0	p enn2
penn3 1.0	p enn3
penn4 1.0	p enn4
penn5 1.0	p enn5
penn6 1.0	p enn6
penn7 1.0	p enn7
penn8 1.0	p enn8
penn9 1.0	p enn9
pennh1 1.0	p ennh1
pennh2 1.0	p ennh2
pennh3 1.0	p ennh3
pennh4 1.0	p ennh4
pennh5 1.0	p ennh5
pennh6 1.0	p ennh6
pennh7 1.0	p ennh7
pennh8 1.0	p ennh8
pennh9 1.0	p ennh9
per1 1.0	p er1
per2 1.0	p er2
per3 1.0	p er3
per4 1.0	p er4
per5 1.0	p er5
per6 1.0	p er6
per7 1.0	p er7
per8 1.0	p er8
per9 1.0	p er9
perh1 1.0	p erh1
perh2 1.0	p erh2
perh3 1.0	p erh3
perh4 1.0	p erh4
perh5 1.0	p erh5
perh6 1.0	p erh6
perh7 1.0	p erh7
perh8 1.0	p erh8
perh9 1.0	p erh9
pha1 1.0	ph a1
pha2 1.0	ph a2
pha3 1.0	ph a3
pha4 1.0	ph a4
pha5 1.0	ph a5
pha6 1.0	ph a6
pha7 1.0	ph a7
pha8 1.0	ph a8
pha9 1.0	ph a9
phah1 1.0	ph ah1
phah2 1.0	ph ah2
phah3 1.0	ph ah3
phah4 1.0	ph ah4
phah5 1.0	ph ah5
phah6 1.0	ph ah6
phah7 1.0	ph ah7
phah8 1.0	ph ah8
phah9 1.0	ph ah9
phai1 1.0	ph ai1
phai2 1.0	ph ai2
phai3 1.0	ph ai3
phai4 1.0	ph ai4
phai5 1.0	ph ai5
phai6 1.0	ph ai6
phai7 1.0	ph ai7
phai8 1.0	ph ai8
phai9 1.0	ph ai9
phaih1 1.0	ph aih1
phaih2 1.0	ph aih2
phaih3 1.0	ph aih3
phaih4 1.0	ph aih4
phaih5 1.0	ph aih5
phaih6 1.0	ph aih6
phaih7 1.0	ph aih7
phaih8 1.0	ph aih8
phaih9 1.0	ph aih9
phainn1 1.0	ph ainn1
phainn2 1.0	ph ainn2
phainn3 1.0	ph ainn3
phainn4 1.0	ph ainn4
phainn5 1.0	ph ainn5
phainn6 1.0	ph ainn6
phainn7 1.0	ph ainn7
phainn8 1.0	ph ainn8
phainn9 1.0	ph ainn9
phak1 1.0	ph ak1
phak2 1.0	ph ak2
phak3 1.0	ph ak3
phak4 1.0	ph ak4
phak5 1.0	ph ak5
phak6 1.0	ph ak6
phak7 1.0	ph ak7
phak8 1.0	ph ak8
phak9 1.0	ph ak9
pham1 1.0	ph am1
pham2 1.0	ph am2
pham3 1.0	ph am3
pham4 1.0	ph am4
pham5 1.0	ph am5
pham6 1.0	ph am6
pham7 1.0	ph am7
pham8 1.0	ph am8
pham9 1.0	ph am9
phan1 1.0	ph an1
phan2 1.0	ph an2
phan3 1.0	ph an3
phan4 1.0	ph an4
phan5 1.0	ph an5
phan6 1.0	ph an6
phan7 1.0	ph an7
phan8 1.0	ph an8
phan9 1.0	ph an9
phang1 1.0	ph ang1
phang2 1.0	ph ang2
phang3 1.0	ph ang3
phang4 1.0	ph ang4
phang5 1.0	ph ang5
phang6 1.0	ph ang6
phang7 1.0	ph ang7
phang8 1.0	ph ang8
phang9 1.0	ph ang9
phann1 1.0	ph ann1
phann2 1.0	ph ann2
phann3 1.0	ph ann3
phann4 1.0	ph ann4
phann5 1.0	ph ann5
phann6 1.0	ph ann6
phann7 1.0	ph ann7
phann8 1.0	ph ann8
phann9 1.0	ph ann9
phannh1 1.0	ph annh1
phannh2 1.0	ph annh2
phannh3 1.0	ph annh3
phannh4 1.0	ph annh4
phannh5 1.0	ph annh5
phannh6 1.0	ph annh6
phannh7 1.0	ph annh7
phannh8 1.0	ph annh8
phannh9 1.0	ph annh9
phap1 1.0	ph ap1
phap2 1.0	ph ap2
phap3 1.0	ph ap3
phap4 1.0	ph ap4
phap5 1.0	ph ap5
phap6 1.0	ph ap6
phap7 1.0	ph ap7
phap8 1.0	ph ap8
phap9 1.0	ph ap9
phat1 1.0	ph at1
phat2 1.0	ph at2
phat3 1.0	ph at3
phat4 1.0	ph at4
phat5 1.0	ph at5
phat6 1.0	ph at6
phat7 1.0	ph at7
phat8 1.0	ph at8
phat9 1.0	ph at9
phau1 1.0	ph au1
phau2 1.0	ph au2
phau3 1.0	ph au3
phau4 1.0	ph au4
phau5 1.0	ph au5
phau6 1.0	ph au6
phau7 1.0	ph au7
phau8 1.0	ph au8
phau9 1.0	ph au9
phauh1 1.0	ph auh1
phauh2 1.0	ph auh2
phauh3 1.0	ph auh3
phauh4 1.0	ph auh4
phauh5 1.0	ph auh5
phauh6 1.0	ph auh6
phauh7 1.0	ph auh7
phauh8 1.0	ph auh8
phauh9 1.0	ph auh9
phe1 1.0	ph e1
phe2 1.0	ph e2
phe3 1.0	ph e3
phe4 1.0	ph e4
phe5 1.0	ph e5
phe6 1.0	ph e6
phe7 1.0	ph e7
phe8 1.0	ph e8
phe9 1.0	ph e9
pheh1 1.0	ph eh1
pheh2 1.0	ph eh2
pheh3 1.0	ph eh3
pheh4 1.0	ph eh4
pheh5 1.0	ph eh5
pheh6 1.0	ph eh6
pheh7 1.0	ph eh7
pheh8 1.0	ph eh8
pheh9 1.0	ph eh9
phenn1 1.0	ph enn1
phenn2 1.0	ph enn2
phenn3 1.0	ph enn3
phenn4 1.0	ph enn4
phenn5 1.0	ph enn5
phenn6 1.0	ph enn6
phenn7 1.0	ph enn7
phenn8 1.0	ph enn8
phenn9 1.0	ph enn9
phennh1 1.0	ph ennh1
phennh2 1.0	ph ennh2
phennh3 1.0	ph ennh3
phennh4 1.0	ph ennh4
phennh5 1.0	ph ennh5
phennh6 1.0	ph ennh6
phennh7 1.0	ph ennh7
phennh8 1.0	ph ennh8
phennh9 1.0	ph ennh9
pher1 1.0	ph er1
pher2 1.0	ph er2
pher3 1.0	ph er3
pher4 1.0	ph er4
pher5 1.0	ph er5
pher6 1.0	ph er6
pher7 1.0	ph er7
pher8 1.0	ph er8
pher9 1.0	ph er9
pherh1 1.0	ph erh1
pherh2 1.0	ph erh2
pherh3 1.0	ph erh3
pherh4 1.0	ph erh4
pherh5 1.0	ph erh5
pherh6 1.0	ph erh6
pherh7 1.0	ph erh7
pherh8 1.0	ph erh8
pherh9 1.0	ph erh9
phi1 1.0	ph i1
phi2 1.0	ph i2
phi3 1.0	ph i3
phi4 1.0	ph i4
phi5 1.0	ph i5
phi6 1.0	ph i6
phi7 1.0	ph i7
phi8 1.0	ph i8
phi9 1.0	ph i9
phia1 1.0	ph ia1
phia2 1.0	ph ia2
phia3 1.0	ph ia3
phia4 1.0	ph ia4
phia5 1.0	ph ia5
phia6 1.0	ph ia6
phia7 1.0	ph ia7
phia8 1.0	ph ia8
phia9 1.0	ph ia9
phiah1 1.0	ph iah1
phiah2 1.0	ph iah2
phiah3 1.0	ph iah3
phiah4 1.0	ph iah4
phiah5 1.0	ph iah5
phiah6 1.0	ph iah6
phiah7 1.0	ph iah7
phiah8 1.0	ph iah8
phiah9 1.0	ph iah9
phiak1 1.0	ph iak1
phiak2 1.0	ph iak2
phiak3 1.0	ph iak3
phiak4 1.0	ph iak4
phiak5 1.0	ph iak5
phiak6 1.0	ph iak6
phiak7 1.0	ph iak7
phiak8 1.0	ph iak8
phiak9 1.0	ph iak9
phiam1 1.0	ph iam1
phiam2 1.0	ph iam2
phiam3 1.0	ph iam3
phiam4 1.0	ph iam4
phiam5 1.0	ph iam5
phiam6 1.0	ph iam6
phiam7 1.0	ph iam7
phiam8 1.0	ph iam8
phiam9 1.0	ph iam9
phian1 1.0	ph ian1
phian2 1.0	ph ian2
phian3 1.0	ph ian3
phian4 1.0	ph ian4
phian5 1.0	ph ian5
phian6 1.0	ph ian6
phian7 1.0	ph ian7
phian8 1.0	ph ian8
phian9 1.0	ph ian9
phiang1 1.0	ph iang1
phiang2 1.0	ph iang2
phiang3 1.0	ph iang3
phiang4 1.0	ph iang4
phiang5 1.0	ph iang5
phiang6 1.0	ph iang6
phiang7 1.0	ph iang7
phiang8 1.0	ph iang8
phiang9 1.0	ph iang9
phiann1 1.0	ph iann1
phiann2 1.0	ph iann2
phiann3 1.0	ph iann3
phiann4 1.0	ph iann4
phiann5 1.0	ph iann5
phiann6 1.0	ph iann6
phiann7 1.0	ph iann7
phiann8 1.0	ph iann8
phiann9 1.0	ph iann9
phiannh1 1.0	ph iannh1
phiannh2 1.0	ph iannh2
phiannh3 1.0	ph iannh3
phiannh4 1.0	ph iannh4
phiannh5 1.0	ph iannh5
phiannh6 1.0	ph iannh6
phiannh7 1.0	ph iannh7
phiannh8 1.0	ph iannh8
phiannh9 1.0	ph iannh9
phiap1 1.0	ph iap1
phiap2 1.0	ph iap2
phiap3 1.0	ph iap3
phiap4 1.0	ph iap4
phiap5 1.0	ph iap5
phiap6 1.0	ph iap6
phiap7 1.0	ph iap7
phiap8 1.0	ph iap8
phiap9 1.0	ph iap9
phiat1 1.0	ph iat1
phiat2 1.0	ph iat2
phiat3 1.0	ph iat3
phiat4 1.0	ph iat4
phiat5 1.0	ph iat5
phiat6 1.0	ph iat6
phiat7 1.0	ph iat7
phiat8 1.0	ph iat8
phiat9 1.0	ph iat9
phiau1 1.0	ph iau1
phiau2 1.0	ph iau2
phiau3 1.0	ph iau3
phiau4 1.0	ph iau4
phiau5 1.0	ph iau5
phiau6 1.0	ph iau6
phiau7 1.0	ph iau7
phiau8 1.0	ph iau8
phiau9 1.0	ph iau9
phiauh1 1.0	ph iauh1
phiauh2 1.0	ph iauh2
phiauh3 1.0	ph iauh3
phiauh4 1.0	ph iauh4
phiauh5 1.0	ph iauh5
phiauh6 1.0	ph iauh6
phiauh7 1.0	ph iauh7
phiauh8 1.0	ph iauh8
phiauh9 1.0	ph iauh9
phiaunn1 1.0	ph iaunn1
phiaunn2 1.0	ph iaunn2
phiaunn3 1.0	ph iaunn3
phiaunn4 1.0	ph iaunn4
phiaunn5 1.0	ph iaunn5
phiaunn6 1.0	ph iaunn6
phiaunn7 1.0	ph iaunn7
phiaunn8 1.0	ph iaunn8
phiaunn9 1.0	ph iaunn9
phih1 1.0	ph ih1
phih2 1.0	ph ih2
phih3 1.0	ph ih3
phih4 1.0	ph ih4
phih5 1.0	ph ih5
phih6 1.0	ph ih6
phih7 1.0	ph ih7
phih8 1.0	ph ih8
phih9 1.0	ph ih9
phik1 1.0	ph ik1
phik2 1.0	ph ik2
phik3 1.0	ph ik3
phik4 1.0	ph ik4
phik5 1.0	ph ik5
phik6 1.0	ph ik6
phik7 1.0	ph ik7
phik8 1.0	ph ik8
phik9 1.0	ph ik9
phim1 1.0	ph im1
phim2 1.0	ph im2
phim3 1.0	ph im3
phim4 1.0	ph im4
phim5 1.0	ph im5
phim6 1.0	ph im6
phim7 1.0	ph im7
phim8 1.0	ph im8
phim9 1.0	ph im9
phin1 1.0	ph in1
phin2 1.0	ph in2
phin3 1.0	ph in3
phin4 1.0	ph in4
phin5 1.0	ph in5
phin6 1.0	ph in6
phin7 1.0	ph in7
phin8 1.0	ph in8
phin9 1.0	ph in9
phing1 1.0	ph ing1
phing2 1.0	ph ing2
phing3 1.0	ph ing3
phing4 1.0	ph ing4
phing5 1.0	ph ing5
phing6 1.0	ph ing6
phing7 1.0	ph ing7
phing8 1.0	ph ing8
phing9 1.0	ph ing9
phinn1 1.0	ph inn1
phinn2 1.0	ph inn2
phinn3 1.0	ph inn3
phinn4 1.0	ph inn4
phinn5 1.0	ph inn5
phinn6 1.0	ph inn6
phinn7 1.0	ph inn7
phinn8 1.0	ph inn8
phinn9 1.0	ph inn9
phinnh1 1.0	ph innh1
phinnh2 1.0	ph innh2
phinnh3 1.0	ph innh3
phinnh4 1.0	ph innh4
phinnh5 1.0	ph innh5
phinnh6 1.0	ph innh6
phinnh7 1.0	ph innh7
phinnh8 1.0	ph innh8
phinnh9 1.0	ph innh9
phio1 1.0	ph io1
phio2 1.0	ph io2
phio3 1.0	ph io3
phio4 1.0	ph io4
phio5 1.0	ph io5
phio6 1.0	ph io6
phio7 1.0	ph io7
phio8 1.0	ph io8
phio9 1.0	ph io9
phioh1 1.0	ph ioh1
phioh2 1.0	ph ioh2
phioh3 1.0	ph ioh3
phioh4 1.0	ph ioh4
phioh5 1.0	ph ioh5
phioh6 1.0	ph ioh6
phioh7 1.0	ph ioh7
phioh8 1.0	ph ioh8
phioh9 1.0	ph ioh9
phiok1 1.0	ph iok1
phiok2 1.0	ph iok2
phiok3 1.0	ph iok3
phiok4 1.0	ph iok4
phiok5 1.0	ph iok5
phiok6 1.0	ph iok6
phiok7 1.0	ph iok7
phiok8 1.0	ph iok8
phiok9 1.0	ph iok9
phiong1 1.0	ph iong1
phiong2 1.0	ph iong2
phiong3 1.0	ph iong3
phiong4 1.0	ph iong4
phiong5 1.0	ph iong5
phiong6 1.0	ph iong6
phiong7 1.0	ph iong7
phiong8 1.0	ph iong8
phiong9 1.0	ph iong9
phionn1 1.0	ph ionn1
phionn2 1.0	ph ionn2
phionn3 1.0	ph ionn3
phionn4 1.0	ph ionn4
phionn5 1.0	ph ionn5
phionn6 1.0	ph ionn6
phionn7 1.0	ph ionn7
phionn8 1.0	ph ionn8
phionn9 1.0	ph ionn9
phiooh1 1.0	ph iooh1
phiooh2 1.0	ph iooh2
phiooh3 1.0	ph iooh3
phiooh4 1.0	ph iooh4
phiooh5 1.0	ph iooh5
phiooh6 1.0	ph iooh6
phiooh7 1.0	ph iooh7
phiooh8 1.0	ph iooh8
phiooh9 1.0	ph iooh9
phior1 1.0	ph ior1
phior2 1.0	ph ior2
phior3 1.0	ph ior3
phior4 1.0	ph ior4
phior5 1.0	ph ior5
phior6 1.0	ph ior6
phior7 1.0	ph ior7
phior8 1.0	ph ior8
phior9 1.0	ph ior9
phip1 1.0	ph ip1
phip2 1.0	ph ip2
phip3 1.0	ph ip3
phip4 1.0	ph ip4
phip5 1.0	ph ip5
phip6 1.0	ph ip6
phip7 1.0	ph ip7
phip8 1.0	ph ip8
phip9 1.0	ph ip9
phir1 1.0	ph ir1
phir2 1.0	ph ir2
phir3 1.0	ph ir3
phir4 1.0	ph ir4
phir5 1.0	ph ir5
phir6 1.0	ph ir6
phir7 1.0	ph ir7
phir8 1.0	ph ir8
phir9 1.0	ph ir9
phirn1 1.0	ph irn1
phirn2 1.0	ph irn2
phirn3 1.0	ph irn3
phirn4 1.0	ph irn4
phirn5 1.0	ph irn5
phirn6 1.0	ph irn6
phirn7 1.0	ph irn7
phirn8 1.0	ph irn8
phirn9 1.0	ph irn9
phit1 1.0	ph it1
phit2 1.0	ph it2
phit3 1.0	ph it3
phit4 1.0	ph it4
phit5 1.0	ph it5
phit6 1.0	ph it6
phit7 1.0	ph it7
phit8 1.0	ph it8
phit9 1.0	ph it9
phiu1 1.0	ph iu1
phiu2 1.0	ph iu2
phiu3 1.0	ph iu3
phiu4 1.0	ph iu4
phiu5 1.0	ph iu5
phiu6 1.0	ph iu6
phiu7 1.0	ph iu7
phiu8 1.0	ph iu8
phiu9 1.0	ph iu9
phiuh1 1.0	ph iuh1
phiuh2 1.0	ph iuh2
phiuh3 1.0	ph iuh3
phiuh4 1.0	ph iuh4
phiuh5 1.0	ph iuh5
phiuh6 1.0	ph iuh6
phiuh7 1.0	ph iuh7
phiuh8 1.0	ph iuh8
phiuh9 1.0	ph iuh9
phiunn1 1.0	ph iunn1
phiunn2 1.0	ph iunn2
phiunn3 1.0	ph iunn3
phiunn4 1.0	ph iunn4
phiunn5 1.0	ph iunn5
phiunn6 1.0	ph iunn6
phiunn7 1.0	ph iunn7
phiunn8 1.0	ph iunn8
phiunn9 1.0	ph iunn9
phm1 1.0	ph m1
phm2 1.0	ph m2
phm3 1.0	ph m3
phm4 1.0	ph m4
phm5 1.0	ph m5
phm6 1.0	ph m6
phm7 1.0	ph m7
phm8 1.0	ph m8
phm9 1.0	ph m9
phmh1 1.0	ph mh1
phmh2 1.0	ph mh2
phmh3 1.0	ph mh3
phmh4 1.0	ph mh4
phmh5 1.0	ph mh5
phmh6 1.0	ph mh6
phmh7 1.0	ph mh7
phmh8 1.0	ph mh8
phmh9 1.0	ph mh9
phng1 1.0	ph ng1
phng2 1.0	ph ng2
phng3 1.0	ph ng3
phng4 1.0	ph ng4
phng5 1.0	ph ng5
phng6 1.0	ph ng6
phng7 1.0	ph ng7
phng8 1.0	ph ng8
phng9 1.0	ph ng9
phngh1 1.0	ph ngh1
phngh2 1.0	ph ngh2
phngh3 1.0	ph ngh3
phngh4 1.0	ph ngh4
phngh5 1.0	ph ngh5
phngh6 1.0	ph ngh6
phngh7 1.0	ph ngh7
phngh8 1.0	ph ngh8
phngh9 1.0	ph ngh9
pho1 1.0	ph o1
pho2 1.0	ph o2
pho3 1.0	ph o3
pho4 1.0	ph o4
pho5 1.0	ph o5
pho6 1.0	ph o6
pho7 1.0	ph o7
pho8 1.0	ph o8
pho9 1.0	ph o9
phoh1 1.0	ph oh1
phoh2 1.0	ph oh2
phoh3 1.0	ph oh3
phoh4 1.0	ph oh4
phoh5 1.0	ph oh5
phoh6 1.0	ph oh6
phoh7 1.0	ph oh7
phoh8 1.0	ph oh8
phoh9 1.0	ph oh9
phok1 1.0	ph ok1
phok2 1.0	ph ok2
phok3 1.0	ph ok3
phok4 1.0	ph ok4
phok5 1.0	ph ok5
phok6 1.0	ph ok6
phok7 1.0	ph ok7
phok8 1.0	ph ok8
phok9 1.0	ph ok9
phom1 1.0	ph om1
phom2 1.0	ph om2
phom3 1.0	ph om3
phom4 1.0	ph om4
phom5 1.0	ph om5
phom6 1.0	ph om6
phom7 1.0	ph om7
phom8 1.0	ph om8
phom9 1.0	ph om9
phong1 1.0	ph ong1
phong2 1.0	ph ong2
phong3 1.0	ph ong3
phong4 1.0	ph ong4
phong5 1.0	ph ong5
phong6 1.0	ph ong6
phong7 1.0	ph ong7
phong8 1.0	ph ong8
phong9 1.0	ph ong9
phonn1 1.0	ph onn1
phonn2 1.0	ph onn2
phonn3 1.0	ph onn3
phonn4 1.0	ph onn4
phonn5 1.0	ph onn5
phonn6 1.0	ph onn6
phonn7 1.0	ph onn7
phonn8 1.0	ph onn8
phonn9 1.0	ph onn9
phonnh1 1.0	ph onnh1
phonnh2 1.0	ph onnh2
phonnh3 1.0	ph onnh3
phonnh4 1.0	ph onnh4
phonnh5 1.0	ph onnh5
phonnh6 1.0	ph onnh6
phonnh7 1.0	ph onnh7
phonnh8 1.0	ph onnh8
phonnh9 1.0	ph onnh9
phoo1 1.0	ph oo1
phoo2 1.0	ph oo2
phoo3 1.0	ph oo3
phoo4 1.0	ph oo4
phoo5 1.0	ph oo5
phoo6 1.0	ph oo6
phoo7 1.0	ph oo7
phoo8 1.0	ph oo8
phoo9 1.0	ph oo9
phooh1 1.0	ph ooh1
phooh2 1.0	ph ooh2
phooh3 1.0	ph ooh3
phooh4 1.0	ph ooh4
phooh5 1.0	ph ooh5
phooh6 1.0	ph ooh6
phooh7 1.0	ph ooh7
phooh8 1.0	ph ooh8
phooh9 1.0	ph ooh9
phop1 1.0	ph op1
phop2 1.0	ph op2
phop3 1.0	ph op3
phop4 1.0	ph op4
phop5 1.0	ph op5
phop6 1.0	ph op6
phop7 1.0	ph op7
phop8 1.0	ph op8
phop9 1.0	ph op9
phu1 1.0	ph u1
phu2 1.0	ph u2
phu3 1.0	ph u3
phu4 1.0	ph u4
phu5 1.0	ph u5
phu6 1.0	ph u6
phu7 1.0	ph u7
phu8 1.0	ph u8
phu9 1.0	ph u9
phua1 1.0	ph ua1
phua2 1.0	ph ua2
phua3 1.0	ph ua3
phua4 1.0	ph ua4
phua5 1.0	ph ua5
phua6 1.0	ph ua6
phua7 1.0	ph ua7
phua8 1.0	ph ua8
phua9 1.0	ph ua9
phuah1 1.0	ph uah1
phuah2 1.0	ph uah2
phuah3 1.0	ph uah3
phuah4 1.0	ph uah4
phuah5 1.0	ph uah5
phuah6 1.0	ph uah6
phuah7 1.0	ph uah7
phuah8 1.0	ph uah8
phuah9 1.0	ph uah9
phuai1 1.0	ph uai1
phuai2 1.0	ph uai2
phuai3 1.0	ph uai3
phuai4 1.0	ph uai4
phuai5 1.0	ph uai5
phuai6 1.0	ph uai6
phuai7 1.0	ph uai7
phuai8 1.0	ph uai8
phuai9 1.0	ph uai9
phuainn1 1.0	ph uainn1
phuainn2 1.0	ph uainn2
phuainn3 1.0	ph uainn3
phuainn4 1.0	ph uainn4
phuainn5 1.0	ph uainn5
phuainn6 1.0	ph uainn6
phuainn7 1.0	ph uainn7
phuainn8 1.0	ph uainn8
phuainn9 1.0	ph uainn9
phuainnh1 1.0	ph uainnh1
phuainnh2 1.0	ph uainnh2
phuainnh3 1.0	ph uainnh3
phuainnh4 1.0	ph uainnh4
phuainnh5 1.0	ph uainnh5
phuainnh6 1.0	ph uainnh6
phuainnh7 1.0	ph uainnh7
phuainnh8 1.0	ph uainnh8
phuainnh9 1.0	ph uainnh9
phuan1 1.0	ph uan1
phuan2 1.0	ph uan2
phuan3 1.0	ph uan3
phuan4 1.0	ph uan4
phuan5 1.0	ph uan5
phuan6 1.0	ph uan6
phuan7 1.0	ph uan7
phuan8 1.0	ph uan8
phuan9 1.0	ph uan9
phuang1 1.0	ph uang1
phuang2 1.0	ph uang2
phuang3 1.0	ph uang3
phuang4 1.0	ph uang4
phuang5 1.0	ph uang5
phuang6 1.0	ph uang6
phuang7 1.0	ph uang7
phuang8 1.0	ph uang8
phuang9 1.0	ph uang9
phuann1 1.0	ph uann1
phuann2 1.0	ph uann2
phuann3 1.0	ph uann3
phuann4 1.0	ph uann4
phuann5 1.0	ph uann5
phuann6 1.0	ph uann6
phuann7 1.0	ph uann7
phuann8 1.0	ph uann8
phuann9 1.0	ph uann9
phuat1 1.0	ph uat1
phuat2 1.0	ph uat2
phuat3 1.0	ph uat3
phuat4 1.0	ph uat4
phuat5 1.0	ph uat5
phuat6 1.0	ph uat6
phuat7 1.0	ph uat7
phuat8 1.0	ph uat8
phuat9 1.0	ph uat9
phue1 1.0	ph ue1
phue2 1.0	ph ue2
phue3 1.0	ph ue3
phue4 1.0	ph ue4
phue5 1.0	ph ue5
phue6 1.0	ph ue6
phue7 1.0	ph ue7
phue8 1.0	ph ue8
phue9 1.0	ph ue9
phueh1 1.0	ph ueh1
phueh2 1.0	ph ueh2
phueh3 1.0	ph ueh3
phueh4 1.0	ph ueh4
phueh5 1.0	ph ueh5
phueh6 1.0	ph ueh6
phueh7 1.0	ph ueh7
phueh8 1.0	ph ueh8
phueh9 1.0	ph ueh9
phuh1 1.0	ph uh1
phuh2 1.0	ph uh2
phuh3 1.0	ph uh3
phuh4 1.0	ph uh4
phuh5 1.0	ph uh5
phuh6 1.0	ph uh6
